stockSymbol,stockName,dailyClose,volatility,avgVolume
FB,"Facebook, Inc.",153.13,43.21,"20,130,671"
FBC,"Flagstar Bancorp,...",18.14,64.581,"290,693"
FBHS,Fortune Brands Ho...,37.72,74.7,"1,524,591"
FBIO,"Fortress Biotech,...",1.17,103.193,"504,448"
FBIOP,"Fortress Biotech,...",14.2,53.195,"31,039"
FBIZ,First Business Fi...,15.04,72.81,"13,899"
FBK,FB Financial Corp...,18.5,88.958,"150,728"
FBM,Foundation Buildi...,10.29,78.652,"397,617"
FBMS,The First Bancsha...,17.64,81.521,"77,590"
FBNC,First Bancorp,21.48,69.402,"101,887"
FBP,First BanCorp.,3.99,87.547,"1,874,115"
FBSS,Fauquier Bankshar...,13,61.15,"5,590"
FC,Franklin Covey Co...,15.43,98.607,"124,826"
FCAP,"First Capital, Inc.",58.3,22.394,"4,075"
FCAU,Fiat Chrysler Aut...,6.47,75.286,"4,348,106"
FCBC,First Community B...,21.55,54.98,"63,397"
FCBP,First Choice Bancorp,15.12,57.683,"16,606"
FCCO,First Community C...,13.4,56.995,"13,425"
FCCY,1st Constitution ...,12.8,71.286,"12,473"
FCEL,"FuelCell Energy, ...",1.33,95.226,"21,853,051"
FCF,First Commonwealt...,9.07,57.849,"441,467"
FCFS,First Cash Financ...,68.15,27.296,"349,936"
FCN,"FTI Consulting, Inc.",120.13,18.227,"346,087"
FCNCA,First Citizens Ba...,316.11,71.994,"46,684"
FCNCP,First Citizens Ba...,18,0,"231,457"
FCPT,Four Corners Prop...,14.25,93.056,"624,759"
FCSC,Fibrocell Science...,3,0.943,"60,457"
FCX,Freeport-McMoRan ...,5.74,85.138,"30,366,504"
FDBC,Fidelity D & D Ba...,53.29,31.195,"2,594"
FDEF,First Defiance Fi...,13.46,85.819,"159,924"
FDEU,First Trust Dynam...,7.67,81.618,"105,446"
FDP,Fresh Del Monte P...,36.4,40.123,"236,555"
FDS,FactSet Research ...,235.04,35.944,"386,798"
FDUS,Fidus Investment ...,6.78,101.159,"183,782"
FDUSG,Fidus Investment ...,17.01,52.468,"6,229"
FDUSL,Fidus Investment ...,15.5,53.464,"3,171"
FDUSZ,Fidus Investment ...,15.59,52.066,"5,332"
FDX,FedEx Corporation,111.68,65.464,"3,155,756"
FE,FirstEnergy Corpo...,35.99,43.367,"4,411,449"
FEDU,Four Seasons Educ...,1.22,50.711,"41,180"
FEIM,Frequency Electro...,7.07,51.898,"7,550"
FELE,Franklin Electric...,48.23,31.011,"204,662"
FELP,Foresight Energy LP,0.16,30.067,"166,986"
FENC,Fennec Pharmaceut...,5.6,50.5,"72,029"
FENG,Phoenix New Media...,1.29,46.615,"72,120"
FET,Forum Energy Tech...,0.23,196.28,"809,384"
FEYE,"FireEye, Inc.",9.44,70.086,"4,332,160"
FF,FutureFuel Corp.,10.52,28.741,"119,790"
FFBC,First Financial B...,14.92,77.47,"409,209"
FFBW,"FFBW, Inc.",7.9,40.685,"55,832"
FFG,FBL Financial Gro...,32,72.361,"25,629"
FFHL,Fuwei Films (Hold...,1.65,82.088,"26,277"
FFIC,Flushing Financia...,11.18,66.618,"105,527"
FFIN,First Financial B...,26.09,46.041,"531,751"
FFIV,"F5 Networks, Inc.",98.33,44.305,"850,089"
FFNW,First Financial N...,9.71,60.476,"13,454"
FFWM,First Foundation ...,9.8,64.622,"121,664"
FG,FGL Holdings,9.54,31.577,"3,009,541"
FGBI,First Guaranty Ba...,16.5,42.842,"5,835"
FGEN,"FibroGen, Inc",26.21,74.956,"692,515"
FGP,Ferrellgas Partne...,0.37,42.408,"426,651"
FHB,"First Hawaiian, Inc.",19.12,59.591,"960,794"
FHI,"Federated Hermes,...",18.51,93.777,"880,077"
FHN,First Horizon Nat...,8.5,91.81,"6,617,162"
FI,Frank's Internati...,3.51,84.442,"831,073"
FIBK,First Interstate ...,30.77,52.073,"236,137"
FICO,Fair Isaac Corpro...,244.78,72.368,"293,864"
FINV,FinVolution Group,1.45,48.681,"858,424"
FIS,Fidelity National...,105.23,46.352,"4,199,899"
FISI,Financial Institu...,15.81,85.921,"38,572"
FISK,Empire State Real...,8.32,79.168,"2,451"
FISV,"Fiserv, Inc.",84.46,41.611,"4,418,794"
FITB,Fifth Third Bancorp,13.07,102.771,"6,702,452"
FITBI,Fifth Third Banco...,19.33,45.799,"41,501"
FITBO,Fifth Third Banco...,15.3,66.167,"52,391"
FITBP,Fifth Third Banco...,18.75,43.419,"7,759"
FIV,First Trust Senio...,6.28,45.217,"136,432"
FIVE,"Five Below, Inc.",52.27,84.526,"1,737,365"
FIVN,"Five9, Inc.",62.8,30.008,"848,398"
FIX,Comfort Systems U...,33.03,48.293,"255,594"
FIXX,Homology Medicine...,13.93,67.053,"275,953"
FIZZ,National Beverage...,41.8,18.995,"318,198"
FL,"Foot Locker, Inc.",21.97,73.998,"3,604,888"
FLDM,Fluidigm Corporation,1.38,92.063,"723,784"
FLEX,Flextronics Inter...,7.25,87.108,"5,154,953"
FLGT,"Fulgent Genetics,...",9.54,116.611,"324,975"
FLIC,The First of Long...,14.33,66.858,"65,371"
FLIR,"FLIR Systems, Inc.",31.4,82.647,"1,231,159"
FLL,Full House Resort...,0.66,185.796,"145,548"
FLLC,Fellazo Inc.,9.95,1.689,"44,341"
FLLCR,Fellazo Inc. - Right,0.15,35.131,"30,002"
FLLCU,Fellazo Inc. - Unit,10.15,2.947,"14,859"
FLMN,Falcon Minerals C...,2.31,99.24,"416,764"
FLNG,FLEX LNG Ltd.,3.72,78.024,"38,840"
FLNT,"Fluent, Inc.",1.26,100,"682,134"
FLO,"Flowers Foods, Inc.",22.91,15.372,"1,588,607"
FLOW,"SPX FLOW, Inc.",19.03,90.195,"259,977"
FLR,Fluor Corporation,5.99,130.629,"3,600,260"
FLS,Flowserve Corpora...,20.59,99.989,"1,172,243"
FLT,FleetCor Technolo...,193.3,52.64,"1,145,514"
FLWS,1-800 FLOWERS.COM...,13.26,51.563,"706,438"
FLXN,Flexion Therapeut...,6.43,116.221,"737,511"
FLXS,Flexsteel Industr...,11.05,40.139,"33,300"
FLY,Fly Leasing Limited,4.33,132.299,"210,334"
FMAO,Farmers & Merchan...,26.73,49.444,"10,807"
FMBH,First Mid-Illinoi...,21.32,57.825,"28,351"
FMBI,First Midwest Ban...,13.87,58.262,"641,293"
FMC,FMC Corporation,67.51,57.528,"1,041,710"
FMCI,Forum Merger II C...,10.05,3.975,"243,679"
FMCIU,Forum Merger II C...,10.4,6.49,"5,810"
FMNB,Farmers National ...,12.29,44.499,"121,433"
FMS,Fresenius Medical...,31.23,33.158,"478,888"
FMX,Fomento Economico...,60.11,53.554,"591,211"
FN,Fabrinet,49.38,29.788,"309,261"
FNB,F.N.B. Corporation,7.08,71.985,"2,407,884"
FNCB,FNCB Bancorp Inc.,6.75,41.765,"19,186"
FND,Floor & Decor Hol...,28.67,86.641,"1,291,404"
FNF,Fidelity National...,23.7,72.248,"2,609,021"
FNGO,MicroSectors FANG...,38.3,91.329,"8,544"
FNGZ,MicroSectors FANG...,31.74,71.66,"3,313"
FNHC,Federated Nationa...,10.94,46.109,"66,953"
FNJN,"Finjan Holdings, ...",0.94,108.379,"53,061"
FNKO,"Funko, Inc.",4.13,100.705,"1,136,085"
FNLC,"First Bancorp, In...",23.7,48.188,"12,855"
FNV,Franco-Nevada Cor...,101.36,33.135,"977,808"
FNWB,First Northwest B...,10.18,60.557,"20,045"
FOCS,Focus Financial P...,16.46,95.148,"332,987"
FOE,Ferro Corporation,8.5,63.351,"822,851"
FOLD,Amicus Therapeuti...,8.45,46.865,"3,502,477"
FOMX,Foamix Pharmaceut...,2.99,50.448,"556,873"
FONR,Fonar Corporation,11.54,79.496,"32,917"
FORD,Forward Industrie...,0.98,14.018,"43,116"
FORK,Fuling Global Inc.,1.84,27.562,"4,108"
FORM,"FormFactor, Inc.",16.97,41.684,"592,483"
FORR,Forrester Researc...,27.12,54.53,"59,989"
FORTY,Formula Systems (...,42,82.815,527
FOSL,"Fossil Group, Inc.",3.75,65.198,"1,682,802"
FOXF,Fox Factory Holdi...,55.88,53.667,"222,624"
FPAC,Far Point Acquisi...,9.94,7.663,"1,625,693"
FPAY,"FlexShopper, Inc.",1.2,110.333,"171,617"
FPH,Five Point Holdin...,4.9,86.961,"351,018"
FPI,Farmland Partners...,5.64,26.706,"126,025"
FPRX,Five Prime Therap...,2.22,121.547,"461,572"
FR,First Industrial ...,30.07,56.124,"857,928"
FRAC,"Keane Group, Inc.",4.55,26.249,"1,925,024"
FRAF,Franklin Financia...,24.5,63.327,"5,336"
FRAN,Francesca's Holdi...,2.6,129.186,"108,473"
FRBA,First Bank,7.44,52.052,"38,702"
FRBK,Republic First Ba...,2.21,49.873,"343,953"
FRC,FIRST REPUBLIC BANK,90.06,39.307,"1,423,015"
FRD,Friedman Industri...,4.23,41.137,"9,641"
FREQ,Frequency Therape...,19.17,44.501,"121,953"
FRG,"Franchise Group, ...",6.81,110.781,"34,124"
FRGI,Fiesta Restaurant...,3.49,133.203,"342,020"
FRHC,Freedom Holding C...,12.52,36.125,"101,043"
FRME,First Merchants C...,28.49,56.653,"194,345"
FRO,Frontline Ltd.,6.95,44.223,"2,349,666"
FRPH,"FRP Holdings, Inc.",34.89,53.329,"12,829"
FRPT,"Freshpet, Inc.",48.67,63.16,"473,862"
FRSX,Foresight Autonom...,0.51,101.737,"45,688"
FRT,Federal Realty In...,75.53,58.923,"610,860"
FRTA,"Forterra, Inc.",3.76,142.845,"406,667"
FSB,Franklin Financia...,19.16,88.141,"122,385"
FSBC,"FSB Bancorp, Inc.",13.22,40.699,"6,122"
FSBW,"FS Bancorp, Inc.",34.4,62.033,"18,120"
FSEA,First Seacoast Ba...,6.75,40.419,"5,177"
FSFG,First Savings Fin...,32.2,67.428,"4,877"
FSI,Flexible Solution...,1.26,46.071,"36,571"
FSK,FS KKR Capital Corp.,2.76,92.844,"3,877,769"
FSLR,"First Solar, Inc.",33.46,60.531,"2,052,570"
FSLY,"Fastly, Inc.",17,73.91,"2,124,252"
FSM,Fortuna Silver Mi...,2.51,85.17,"2,670,389"
FSP,Franklin Street P...,4.66,76.975,"468,353"
FSRV,FinServ Acquisiti...,9.32,8.927,"100,167"
FSRVU,FinServ Acquisiti...,10.1,6.33,"19,335"
FSS,Federal Signal Co...,27.14,28.069,"437,628"
FSTR,L.B. Foster Company,10.93,77.311,"32,831"
FSV,FirstService Corp...,72.44,48.386,"87,580"
FT,Franklin Universa...,5.54,49.381,"84,276"
FTAC,FinTech Acquisiti...,9.96,4.31,"58,740"
FTACU,FinTech Acquisiti...,10.3,9.764,"24,010"
FTAI,Fortress Transpor...,7.67,128.28,"636,273"
FTCH,Farfetch Limited,7.83,63.293,"3,893,946"
FTDR,"frontdoor, inc.",34.92,41.268,"613,386"
FTEK,"Fuel Tech, Inc.",0.43,94.01,"32,558"
FTEO,"FRONTEO, Inc.",5.59,35.847,"1,029"
FTFT,Future FinTech Gr...,0.8,54.261,"228,214"
FTI,"FMC Technologies,...",6.06,144.068,"6,258,036"
FTK,Flotek Industries...,0.8,113.358,"563,104"
FTNT,"Fortinet, Inc.",86.16,53.067,"1,742,772"
FTNW,"FTE Networks, Inc.",1.5,42.679,"244,532"
FTR,Frontier Communic...,0.24,118.035,"1,609,057"
FTS,Fortis Inc.,34.23,38.532,"518,219"
FTSI,FTS International...,0.24,214.148,"1,209,008"
FTV,Fortive Corporation,46.05,56.193,"2,407,444"
FUL,H. B. Fuller Company,29.08,67.394,"430,272"
FULC,Fulcrum Therapeut...,11,85.151,"80,261"
FULT,Fulton Financial ...,13.06,41.012,"1,145,716"
FUN,"Cedar Fair, L.P.",15.63,139.533,"667,393"
FUNC,First United Corp...,12.16,79.551,"28,020"
FUSB,First US Bancshar...,7.78,73.861,"5,473"
FUTU,Futu Holdings Lim...,8.77,39.581,"246,366"
FUV,"Arcimoto, Inc.",1.15,64.014,"180,544"
FVCB,"FVCBankcorp, Inc.",11.69,51.28,"34,664"
FVE,Five Star Quality...,2.66,91.75,"327,727"
FVRR,Fiverr Internatio...,23.32,55.352,"362,491"
FWONA,Liberty Media Cor...,20.94,99.788,"185,191"
FWONK,Liberty Media Cor...,24.01,89.82,"1,639,221"
FWP,Forward Pharma A/S,5.5,42.739,"33,017"
FWRD,Forward Air Corpo...,40.65,51.955,"148,066"
FXNC,First National Co...,15.14,43.11,"5,548"
G,Genpact Limited,25.28,67.366,"1,303,670"
GAB,Gabelli Equity Tr...,3.81,55.249,"1,076,625"
GABC,German American B...,27.96,37.367,"60,191"
GAIA,"Gaiam, Inc.",6.35,86.964,"82,490"
GAIN,Gladstone Investm...,7.96,65.825,"255,253"
GAINL,Gladstone Investm...,17.46,47.54,"6,854"
GAINM,Gladstone Investm...,16.99,42.084,"8,922"
GALT,Galectin Therapeu...,1.65,56.141,"222,753"
GAM,General American ...,25.29,55.198,"49,208"
GARS,Garrison Capital ...,1.99,128.635,"52,317"
GASS,"StealthGas, Inc.",1.91,59.266,"42,066"
GATX,GATX Corporation,57.26,45.159,"348,486"
GBCI,"Glacier Bancorp, ...",30.79,54.236,"333,206"
GBDC,Golub Capital BDC...,11.58,57.372,"862,932"
GBL,"Gamco Investors, ...",13.3,33,"16,554"
GBLI,Global Indemnity plc,25.4,38.875,"14,412"
GBLIL,Global Indemnity ...,18,48.92,"13,398"
GBLIZ,Global Indemnity ...,17.97,46.215,"15,676"
GBR,New Concept Energ...,0.71,74.325,"31,761"
GBT,Global Blood Ther...,45.76,60.158,"948,567"
GBX,Greenbrier Compan...,14.9,78.983,"533,461"
GCBC,Greene County Ban...,24.01,45.103,"4,721"
GCI,"Gannett Co., Inc.",1.6,125.476,"2,587,341"
GCO,Genesco Inc.,12.33,121.351,"407,877"
GCP,GCP Applied Techn...,18.24,25.434,"323,051"
GCVRZ,Sanofi - Continge...,0.87,0.689,"249,233"
GD,General Dynamics ...,118.03,51.319,"1,991,416"
GDDY,GoDaddy Inc.,47.88,69.014,"1,677,799"
GDEN,Golden Entertainm...,4.39,161.837,"132,058"
GDI,Gardner Denver Ho...,32.79,16.321,"1,507,743"
GDOT,Green Dot Corpora...,20.43,73.023,"1,332,186"
GDP,Goodrich Petroleu...,3.81,67.93,"32,371"
GDS,GDS Holdings Limi...,50.06,29.376,"1,312,551"
GDV,Gabelli Dividend ...,11.84,72.132,"437,783"
GDYN,Grid Dynamics Hol...,6.01,95.253,"409,656"
GE,General Electric ...,6.48,81.068,"78,156,368"
GEC,Great Elm Capital...,1.86,69.673,"21,318"
GECC,Great Elm Capital...,3.65,102.659,"64,306"
GECCL,Great Elm Capital...,12.25,74.539,"6,533"
GECCM,Great Elm Capital...,16.2,62.669,"3,131"
GECCN,Great Elm Capital...,14.55,69.499,"4,321"
GEF,Greif Inc.,30.42,49.154,"250,445"
GEF.B,"Greif, Inc. Corpo...",42.25,37.93,"16,910"
GEL,"Genesis Energy, L.P.",3.54,160.562,"1,663,149"
GEN,Genesis Healthcar...,0.99,85.824,"258,659"
GENC,Gencor Industries...,10.07,16.566,"20,091"
GENE,Genetic Technolog...,1.65,90.265,"362,865"
GEO,Geo Group Inc (The),12.17,51.013,"1,406,362"
GEOS,Geospace Technolo...,5.6,135.865,"61,519"
GERN,Geron Corporation,1.03,38.165,"1,420,337"
GES,"Guess?, Inc.",8.8,137.179,"1,440,465"
GEVO,"Gevo, Inc.",0.85,106.512,"212,791"
GFED,Guaranty Federal ...,15.62,42.622,"2,257"
GFF,Griffon Corporation,12.01,73.568,"252,586"
GFI,Gold Fields,4.52,67.102,"7,929,021"
GFL,GFL Environmental...,15.32,0,"3,355,052"
GFLU,GFL Environmental...,45,0,"453,522"
GFN,General Finance C...,6.41,49.358,"18,270"
GFNCP,General Finance C...,79.2,40.945,"1,387"
GFNSL,General Finance C...,21.88,25.783,"4,621"
GGAL,Grupo Financiero ...,6.1,96.632,"1,112,220"
GGB,Gerdau S.A.,1.93,101.28,"12,516,217"
GGG,Graco Inc.,43.56,34.674,"965,788"
GGN,GAMCO Global Gold...,2.26,75.924,"1,787,805"
GGT,Gabelli Multi-Med...,3.78,84.743,"122,394"
GGZ,Gabelli Global Sm...,6.04,79.77,"35,127"
GH,"Guardant Health, ...",68.93,47.102,"1,279,069"
GHC,Graham Holdings C...,323.13,60.138,"36,126"
GHDX,"Genomic Health, Inc.",63.44,12.546,"631,490"
GHG,GreenTree Hospita...,11.2,12.559,"147,363"
GHIVU,Gores Holdings IV...,9.65,13.655,"169,464"
GHL,"Greenhill & Co., ...",9.88,99.025,"239,460"
GHM,Graham Corporation,13.25,55.411,"36,996"
GHSI,Guardion Health S...,0.41,68.641,"9,019,406"
GIB,"CGI Group, Inc.",51,49.542,"297,662"
GIFI,Gulf Island Fabri...,3.1,49.497,"47,570"
GIG,"GigCapital, Inc.",11.15,5.959,"73,273"
GIGM,GigaMedia Limited,2.24,27.956,"26,497"
GIG.U,"GigCapital, Inc. ...",12.75,17.72,"5,690"
GIII,G-III Apparel Gro...,7.61,136.866,"760,040"
GIL,Gildan Activewear...,10.76,99.46,"929,914"
GILD,"Gilead Sciences, ...",78.55,18.298,"20,307,185"
GIS,"General Mills, Inc.",53.68,17.913,"5,032,919"
GIX,"GigCapital2, Inc.",9.65,5.094,"113,003"
GJH,Synthetic Fixed-I...,7.51,41.813,"1,797"
GJO,Synthetic Fixed-I...,21.79,14.29,762
GJP,Synthetic Fixed-I...,22.47,8.73,"1,464"
GJR,Synthetic Fixed-I...,22.73,6.061,684
GJS,Goldman Sachs Gro...,19.1,13.407,"2,336"
GJT,Synthetic Fixed-I...,18.9,20.951,"1,954"
GJV,Synthetic Fixed-I...,24.97,6.979,"2,136"
GKOS,Glaukos Corporation,28.69,98.696,"954,004"
GL,Globe Life Inc.,64.5,71.818,"586,054"
GLACR,Greenland Acquisi...,0.69,53.458,"158,863"
GLACU,Greenland Acquisi...,9.61,11.951,"2,538"
GLAD,Gladstone Capital...,5.8,73.805,"260,739"
GLADD,Gladstone Capital...,18,37.257,"3,788"
GLADL,Gladstone Capital...,17.45,42.758,"4,747"
GLBS,Globus Maritime L...,0.44,59.639,"1,022,880"
GLBZ,Glen Burnie Bancorp,9.53,22.707,"3,544"
GLDD,Great Lakes Dredg...,7.91,51.556,"416,395"
GLEO,Galileo Acquisiti...,9.2,10.845,"73,835"
GLG,China Commercial ...,1.7,22.295,"60,120"
GLIBA,"GCI Liberty, Inc....",43.99,69.327,"559,286"
GLIBP,"GCI Liberty, Inc....",21.89,37.22,"9,252"
GLMD,Galmed Pharmaceut...,3.41,77.113,"83,586"
GLNG,Golar LNG Limited,7.36,86.695,"1,871,906"
GLOB,Globant S.A.,82.5,47.868,"362,846"
GLOG,GasLog Ltd.,3.17,87.73,"1,085,288"
GLOP,GasLog Partners LP,1.7,97.745,"1,063,956"
GLOW,"Glowpoint, Inc.",2.08,80.455,"84,300"
GLP,Global Partners L...,9.85,103.266,"174,932"
GLPG,Galapagos NV,143,67.168,"227,089"
GLPI,Gaming and Leisur...,17.53,116.363,"1,661,574"
GLRE,Greenlight Reinsu...,5.83,67.907,"286,072"
GLT,Glatfelter,11.65,58.367,"183,679"
GLU,Gabelli Global Ut...,10.76,72.658,"24,730"
GLUU,Glu Mobile Inc.,6.27,55.336,"4,449,265"
GLW,Corning Incorporated,21.27,35.846,"7,025,170"
GLYC,"GlycoMimetics, Inc.",2,87.127,"191,880"
GM,General Motors Co...,17.71,75.369,"14,059,072"
GMAB,Genmab A/S,18.51,48.375,"395,959"
GMDA,Gamida Cell Ltd.,2.9,58.141,"27,171"
GME,Gamestop Corporation,4.19,31.818,"3,535,157"
GMED,"Globus Medical, Inc.",39.15,50.845,"820,568"
GMHI,Gores Metropoulos...,9.6,12.76,"138,761"
GMHIU,Gores Metropoulos...,10.59,9.709,"28,601"
GMLP,Golar LNG Partner...,2.06,89.478,"671,224"
GMLPP,Golar LNG Partner...,8.56,123.663,"54,776"
GMO,"General Moly, Inc.",0.16,48.559,"224,721"
GMRE,Global Medical RE...,9.24,78.502,"427,372"
GMS,GMS Inc.,11.95,96.836,"397,995"
GMTA,GATX Corporation ...,17.49,47.358,"13,755"
GNAF,MicroSectors FANG...,43.3,39.923,"3,189"
GNC,"GNC Holdings, Inc.",0.53,141.187,"1,373,195"
GNCA,Genocea Bioscienc...,1.46,57.474,"314,600"
GNE,Genie Energy Ltd....,6.41,47.562,"91,457"
GNFT,GENFIT S.A.,14.05,49.077,"55,217"
GNK,Genco Shipping & ...,5.37,63.902,"265,975"
GNL,"Global Net Lease,...",11.47,84.107,"644,400"
GNLN,Greenlane Holding...,1.88,81.477,"164,812"
GNMK,GenMark Diagnosti...,4.13,66.016,"1,486,972"
GNMX,Aevi Genomic Medi...,0.17,26.584,"2,018,766"
GNPX,"Genprex, Inc.",2.66,141.934,"9,545,122"
GNRC,Generac Holdlings...,88.6,35.951,"1,161,014"
GNRSU,Greenrose Acquisi...,9.13,9.547,"115,618"
GNSS,LRAD Corporation,2.43,54.287,"73,265"
GNT,GAMCO Natural Res...,2.91,87.66,"122,481"
GNTX,Gentex Corporation,21.9,36.017,"1,830,831"
GNTY,Guaranty Bancshar...,24.19,41.339,"20,798"
GNUS,Genius Brands Int...,0.32,47.745,"512,779"
GNW,Genworth Financia...,3.9,27.72,"5,517,198"
GO,Grocery Outlet Ho...,30.5,16.529,"1,081,635"
GOGL,Golden Ocean Grou...,2.98,50.85,"334,067"
GOGO,Gogo Inc.,2.22,115.222,"2,599,871"
GOL,Gol Linhas Aereas...,2.41,191.31,"1,609,571"
GOLD,Randgold Resource...,16.08,42.447,"18,817,806"
GOLF,Acushnet Holdings...,22.95,26.854,"337,493"
GOOD,Gladstone Commerc...,10.05,91.213,"260,935"
GOODM,Gladstone Commerc...,15.73,62.575,"14,731"
GOODN,Gladstone Commerc...,16.1,64.62,"8,564"
GOODO,Gladstone Commerc...,25.11,0.472,"5,283"
GOODP,Gladstone Commerc...,25.14,0.446,"4,720"
GOOG,Alphabet Inc. - C...,1115.29,37.323,"2,116,624"
GOOGL,Alphabet Inc. - C...,1111.67,37.75,"2,273,347"
GOOS,Canada Goose Hold...,15.5,88.287,"3,245,739"
GORO,Gold Resource Cor...,2.67,104.386,"981,402"
GOSS,"Gossamer Bio, Inc.",9.12,67.596,"436,776"
GPAQ,Gordon Pointe Acq...,10.38,2.897,"51,556"
GPAQU,Gordon Pointe Acq...,10.68,2.286,"2,327"
GPC,Genuine Parts Com...,64.31,40.91,"1,014,081"
GPI,Group 1 Automotiv...,43.24,124.103,"291,965"
GPJA,Georgia Power Com...,23.06,16.33,"20,742"
GPK,Graphic Packaging...,11.49,32.704,"4,139,614"
GPL,Great Panther Silver,0.32,95.986,"1,421,787"
GPMT,Granite Point Mor...,4.18,129.924,"557,950"
GPN,Global Payments Inc.,130.52,48.947,"2,178,836"
GPOR,Gulfport Energy C...,0.75,239.033,"6,942,503"
GPP,Green Plains Part...,4.15,119.605,"75,502"
GPRE,Green Plains Rene...,4.48,153.624,"667,980"
GPRK,Geopark Ltd,6.14,134.461,"199,304"
GPRO,"GoPro, Inc.",2.64,77.539,"5,601,588"
GPS,"Gap, Inc. (The)",8.07,87.853,"7,185,057"
GPX,GP Strategies Cor...,8.09,92.543,"47,628"
GRA,W.R. Grace & Co.,31.5,84.854,"650,357"
GRAF,Graf Industrial C...,10.14,3.276,"115,848"
GRAM,Grana y Montero S...,1.46,61.759,"40,918"
GRBK,Green Brick Partn...,6.46,87.758,"118,212"
GRC,Gorman-Rupp Compa...,25.26,51.387,"55,491"
GRFS,"Grifols, S.A.",17.59,51.228,"1,333,952"
GRIF,Griffin Land & Nu...,35.7,38.076,"4,577"
GRIL,"Muscle Maker, Inc.",2.76,68.027,"281,120"
GRIN,Grindrod Shipping...,2.8,80.41,"7,471"
GRMN,Garmin Ltd.,70.11,41.005,"982,973"
GRN,iPath Series B Ca...,30.46,43.15,110
GRNQ,Greenpro Capital ...,0.4,61.09,"30,395"
GRNV,GreenVision Acqui...,9.9,2.433,"15,833"
GRNVR,GreenVision Acqui...,0.16,70.859,"33,872"
GRNVU,GreenVision Acqui...,10.3,3.348,"20,913"
GROW,U.S. Global Inves...,0.9,54.759,"29,298"
GRPN,"Groupon, Inc.",0.56,124.965,"13,928,198"
GRP.U,Granite Real Esta...,32.3,61.266,"7,136"
GRTS,Gritstone Oncolog...,6.27,74.479,"156,934"
GRTX,Galera Therapeuti...,6.74,126.897,"35,946"
GRUB,GrubHub Inc.,36.81,56.999,"3,458,001"
GRVY,"GRAVITY Co., Ltd.",23.39,40.38,"37,711"
GRWG,GrowGeneration Co...,3,89.384,"531,528"
GRX,The Gabelli Healt...,7.51,53.591,"50,618"
GS,Goldman Sachs Gro...,149.49,57.342,"4,050,544"
GSAT,"Globalstar, Inc.",0.29,75.257,"1,286,553"
GSB,"GlobalSCAPE, Inc.",6.03,62.072,"161,789"
GSBC,Great Southern Ba...,36.39,58.567,"37,934"
GSBD,Goldman Sachs BDC...,12.99,85.838,"261,876"
GSH,Guangshen Railway...,10.22,27.783,"34,580"
GSHD,Goosehead Insuran...,45.95,51.893,"178,430"
GSIT,"GSI Technology, Inc.",5.59,49.917,"40,504"
GSK,GlaxoSmithKline PLC,33.66,31.293,"4,923,925"
GSKY,"GreenSky, Inc.",4.01,86.728,"778,983"
GSL,Global Ship Lease...,2.7,105.956,"49,314"
GSLD,Global Ship Lease...,16,58.66,"40,304"
GSM,Globe Specialty M...,0.42,138.013,"478,062"
GSMG,Glory Star New Me...,3.22,104.914,"77,086"
GSS,Golden Star Resou...,2.43,38.136,"521,999"
GSUM,Gridsum Holding Inc.,0.48,88.959,"42,372"
GSV,Gold Standard Ven...,0.37,85.077,"1,111,961"
GSX,GSX Techedu Inc.,41.2,18.639,"3,023,013"
GT,The Goodyear Tire...,5.11,90.159,"5,791,139"
GTE,Gran Tierra Energ...,0.21,198.408,"2,193,583"
GTEC,Greenland Technol...,1.39,104.527,"8,021"
GTES,Gates Industrial ...,7.12,79.537,"372,056"
GTHX,"G1 Therapeutics, ...",10.7,81.654,"295,151"
GTIM,Good Times Restau...,0.9,84.045,"51,895"
GTLS,"Chart Industries,...",16.47,157.777,"622,500"
GTN,Gray Communicatio...,10.47,94.981,"1,076,895"
GTN.A,"Gray Television, ...",9.89,98.58,"1,711"
GTS,Triple-S Manageme...,10.52,46.818,"241,211"
GTT,Global Telecom & ...,9.15,81.373,"530,383"
GTX,Garrett Motion Inc.,2.99,108.649,"943,479"
GTY,Getty Realty Corp...,19.01,67.007,"143,005"
GTYH,GTY Technology Ho...,4.86,106.086,"115,795"
GURE,"Gulf Resources, Inc.",3.08,44.818,"52,192"
GUT,Gabelli Utility T...,4.84,50.851,"194,296"
GV,Goldfield Corpora...,2.33,48.959,"59,221"
GVA,Granite Construct...,14.25,107.632,"876,450"
GVP,"GSE Systems, Inc.",0.99,42.771,"25,335"
GWB,Great Western Ban...,21.08,54.333,"473,221"
GWGH,"GWG Holdings, Inc",10.07,15.995,"7,407"
GWPH,GW Pharmaceutical...,79.01,60.846,"655,042"
GWRE,Guidewire Softwar...,84.94,60.757,"905,225"
GWRS,Global Water Reso...,10.14,42.538,"42,028"
GWW,"W.W. Grainger, Inc.",234.98,32.264,"405,311"
GXGX,GX Acquisiton Corp.,9.44,8.354,"219,147"
GXGXU,GX Acquisiton Cor...,10.34,3.048,"63,757"
GYB,CABCO Series 2004...,25.07,22.331,"34,202"
GYC,Corporate Asset B...,19.75,24.649,"2,115"
GYRO,Gyrodyne Company ...,18.59,2.792,"1,130"
H,Hyatt Hotels Corp...,39.79,91.225,"1,232,531"
HA,Hawaiian Holdings...,8.63,113.982,"1,010,759"
HAE,Haemonetics Corpo...,88.01,44.51,"550,320"
