stockSymbol,stockName,dailyClose,volatility,avgVolume
LAZY,Lazydays Holdings...,2.52,60.948,"6,637"
LB,"L Brands, Inc.",10.74,101.99,"10,122,543"
LBAI,"Lakeland Bancorp,...",10.55,65.883,"140,024"
LBC,Luther Burbank Co...,8.09,43.226,"75,074"
LBDC,2xLeveraged Long ...,2.75,163.478,"66,067"
LBRDA,Liberty Broadband...,92.21,50.615,"122,979"
LBRDK,Liberty Broadband...,96.09,47.521,"735,717"
LBRT,Liberty Oilfield ...,2.76,151.18,"930,058"
LBTYA,Liberty Global pl...,17.7,35.449,"1,837,655"
LBTYB,Liberty Global pl...,17.28,34.388,628
LBTYK,Liberty Global pl...,16.6,36.571,"3,322,324"
LBY,"Libbey, Inc.",0.59,105.671,"178,914"
LC,LendingClub Corpo...,9.45,47.622,"764,070"
LCA,Landcadia Holding...,9.26,10.882,"143,004"
LCAHU,Landcadia Holding...,9.53,10.018,"42,507"
LCI,Lannett Co Inc,7.02,42.006,"832,755"
LCII,LCI Industries,62.81,62.414,"142,323"
LCNB,LCNB Corporation,14.96,28.007,"18,440"
LCTX,Lineage Cell Ther...,0.79,109.198,"1,048,110"
LCUT,"Lifetime Brands, ...",5.15,42.577,"18,828"
LDL,"Lydall, Inc.",6.07,146.414,"153,725"
LDOS,"Leidos Holdings, ...",75.91,52.128,"1,119,853"
LE,"Lands' End, Inc.",6.84,88.341,"237,716"
LEA,Lear Corporation,76.05,54.945,"741,850"
LEAF,Leaf Group Ltd.,1.28,90.873,"77,524"
LECO,Lincoln Electric ...,68.06,33.345,"404,823"
LEDS,SemiLEDS Corporation,1.37,86.831,"158,396"
LEE,"Lee Enterprises, ...",1.06,69.214,"1,231,183"
LEG,"Leggett & Platt, ...",26.15,65.834,"1,189,981"
LEGH,Legacy Housing Co...,11.05,52.151,"34,513"
LEJU,Leju Holdings Lim...,1.66,30.749,"125,925"
LEN,Lennar Corporation,31.61,91.945,"4,056,508"
LEN.B,Lennar Corporatio...,23.92,97.652,"107,897"
LEO,Dreyfus Strategic...,6.38,43.388,"177,712"
LEU,Centrus Energy Corp.,5,56.101,"46,547"
LEVI,Levi Strauss & Co.,12.36,54.734,"1,318,961"
LEVL,Level One Bancorp...,19.49,54.157,"7,246"
LFAC,LF Capital Acquis...,10.1,3.862,"121,323"
LFACU,LF Capital Acquis...,10.4,7.614,"7,275"
LFC,China Life Insura...,8.52,41.876,"490,228"
LFUS,"Littelfuse, Inc.",117.31,56.445,"143,894"
LFVN,Lifevantage Corpo...,9.35,70.187,"100,773"
LGC,Legacy Acquisitio...,9.94,5.606,"92,073"
LGF.A,Lions Gate Entert...,6.83,89.584,"1,554,042"
LGF.B,Lions Gate Entert...,6.3,90.739,"1,007,130"
LGIH,"LGI Homes, Inc.",41.21,99.75,"376,201"
LGL,"LGL Group, Inc. (...",8.2,55.167,"26,075"
LGND,Ligand Pharmaceut...,81.01,51.857,"498,975"
LH,Laboratory Corpor...,114.51,66.401,"980,326"
LHC,Leo Holdings Corp.,10.05,4.512,"281,396"
LHCG,LHC Group,125.57,40.755,"305,076"
LHC.U,Leo Holdings Corp...,14.35,32.129,"18,007"
LHX,L3Harris Technolo...,160.14,41.097,"1,573,646"
LIFE,"aTyr Pharma, Inc.",2.48,81.488,"208,166"
LII,Lennox Internatio...,195.79,39.957,"400,376"
LILA,Liberty Global pl...,9.8,88.518,"229,633"
LILAK,Liberty Global pl...,9.5,90.535,"803,369"
LIN,Linde PLC,154.01,41.579,"2,620,301"
LINC,Lincoln Education...,1.96,57.977,"16,650"
LIND,Lindblad Expediti...,3.75,148.184,"259,759"
LINX,Linx S.A.,3.49,95.678,"138,554"
LIQT,LiqTech Internati...,3.78,83.712,"188,685"
LITB,LightInTheBox Hol...,0.87,23.99,"135,513"
LITE,Lumentum Holdings...,65.57,35.814,"1,690,739"
LIVE,Live Ventures Inc...,4.23,35.706,"5,883"
LIVK,LIV Capital Acqui...,9.2,6.113,"70,166"
LIVKU,LIV Capital Acqui...,10,2.39,"24,252"
LIVN,LivaNova PLC,40,71.66,"463,296"
LIVX,"LiveXLive Media, ...",1.32,28.479,"207,557"
LIZI,"Lizhi, Inc.",6.25,66.837,"82,541"
LJPC,La Jolla Pharmace...,4.38,93.98,"1,201,885"
LK,Luckin Coffee Inc.,25.79,48.505,"16,216,314"
LKCO,Luokung Technolog...,0.38,92.513,"253,322"
LKFN,Lakeland Financia...,37.91,40.303,"107,335"
LKQ,LKQ Corporation,17.38,71.773,"2,460,587"
LL,Lumber Liquidator...,4.22,108.189,"2,116,361"
LLEX,"Lilis Energy, Inc.",0.17,84.169,"3,419,270"
LLIT,Lianluo Smart Lim...,0.4,113.491,"3,425,931"
LLNW,Limelight Network...,4.68,44.451,"1,397,488"
LLY,Eli Lilly and Com...,133.09,16.235,"4,582,339"
LMAT,LeMaitre Vascular...,23.68,39.338,"149,943"
LMB,"Limbach Holdings,...",3.8,26.554,"57,658"
LMFA,LM Funding Americ...,0.45,83.675,"51,205"
LMHA,"Legg Mason, Inc. ...",19.74,33.387,"25,069"
LMHB,"Legg Mason, Inc. ...",17.01,45.12,"50,276"
LMNL,Liminal BioScienc...,5.84,77.256,"6,038"
LMNR,Limoneira Co,13.21,58.248,"51,743"
LMNX,Luminex Corporation,26.48,28.676,"390,111"
LMPX,LMP Automotive Ho...,4.65,135.265,"131,609"
LMRK,Landmark Infrastr...,8.66,86.855,"126,585"
LMRKN,Landmark Infrastr...,16.12,61.089,"4,037"
LMRKO,Landmark Infrastr...,16.25,68.946,"12,693"
LMRKP,Landmark Infrastr...,19,51.496,"6,422"
LMST,Limestone Bancorp...,8.31,75.745,"5,397"
LMT,Lockheed Martin C...,314.2,41.312,"1,625,002"
LN,LINE Corporation,45.52,12.533,"70,334"
LNC,Lincoln National ...,19.22,129.553,"2,333,044"
LND,Brasilagro Brazil...,2.69,69.715,"5,592"
LNDC,Landec Corporation,8.47,38.25,"159,152"
LNG,"Cheniere Energy, ...",31.8,71.172,"3,085,092"
LNN,Lindsay Corporation,90.54,37,"100,507"
LNT,Alliant Energy Co...,45.03,29.938,"1,821,700"
LNTH,Lantheus Holdings...,10.4,61.874,"475,495"
LOAC,Longevity Acquisi...,10.4,3.007,"14,467"
LOACR,Longevity Acquisi...,0.18,94.521,"7,413"
LOACU,Longevity Acquisi...,10.7,4.147,"4,211"
LOAN,Manhattan Bridge ...,3.62,68.268,"40,524"
LOB,Live Oak Bancshar...,9,92.01,"207,775"
LOCO,El Pollo Loco Hol...,8.27,84.429,"358,180"
LODE,"Comstock Mining, ...",0.42,52.169,"295,864"
LOGC,LogicBio Therapeu...,5.93,95.574,"97,521"
LOGI,Logitech Internat...,42.74,23.398,"302,997"
LOMA,Loma Negra Compan...,3.36,77.327,"301,574"
LONE,Lonestar Resource...,0.67,115.028,"126,679"
LOOP,"Loop Industries, ...",7,54.772,"63,436"
LOPE,Grand Canyon Educ...,60.99,38.95,"806,727"
LORL,Loral Space and C...,16.01,84.813,"78,484"
LOV,"Spark Networks, Inc.",2.34,113.409,"202,127"
LOVE,The Lovesac Company,6.55,93.613,"280,218"
LOW,"Lowe's Companies,...",69.87,68.878,"5,511,408"
LPCN,Lipocine Inc.,0.41,88.354,"1,704,789"
LPG,Dorian LPG Ltd.,7.07,77.881,"946,392"
LPI,Laredo Petroleum ...,0.41,158.647,"6,619,109"
LPL,"LG Display Co, Ltd",3.98,51.67,"387,097"
LPLA,LPL Financial Hol...,45.19,92.135,"912,774"
LPSN,"LivePerson, Inc.",17.1,86.22,"1,282,920"
LPT,Liberty Property ...,61.95,11.883,"2,060,093"
LPTH,LightPath Technol...,0.95,54.949,"477,059"
LPTX,LEAP THERAPEUTICS...,1.32,102.892,"695,309"
LPX,Louisiana-Pacific...,15.95,97.627,"1,497,097"
LQDA,Liquidia Technolo...,3.98,49.594,"132,459"
LQDT,Liquidity Service...,4.16,24.166,"112,013"
LRCX,Lam Research Corp...,195.01,53.87,"2,117,145"
LRN,K12 Inc,17.41,43.468,"613,283"
LSACU,LifeSci Acquisiti...,9.7,0,"86,060"
LSBK,Lake Shore Bancor...,12.12,31.361,"2,701"
LSCC,Lattice Semicondu...,14.99,34.18,"2,506,254"
LSI,"Life Storage, Inc.",78.57,50.246,"414,848"
LSTR,"Landstar System, ...",90.65,23.349,"360,423"
LSXMA,Liberty Media Cor...,28.56,74.625,"887,235"
LSXMB,Liberty Media Cor...,24.49,68.315,549
LSXMK,Liberty Media Cor...,29.24,71.945,"897,255"
LTBR,Lightbridge Corpo...,2.13,68.426,"20,131"
LTC,"LTC Properties, Inc.",28.7,81.749,"323,412"
LTHM,Livent Corporation,5.49,75.175,"3,443,404"
LTM,LATAM Airlines Gr...,1.97,128.461,"1,072,130"
LTRPA,Liberty TripAdvis...,1.26,188.986,"1,295,734"
LTRPB,Liberty TripAdvis...,3,134.304,"1,803"
LTRX,"Lantronix, Inc.",1.74,92.612,"109,444"
LTS,Ladenburg Thalman...,3.49,0.883,"1,225,421"
LTSF,Ladenburg Thalman...,20.25,14.371,"13,313"
LTSH,Ladenburg Thalman...,22.94,11.659,"17,886"
LTSK,Ladenburg Thalman...,21,12.305,"15,481"
LTSL,Ladenburg Thalman...,10.75,63.398,"19,863"
LTXB,LegacyTexas Finan...,42.54,8.982,"594,315"
LUB,"Luby's, Inc.",0.97,129.609,"87,831"
LULU,lululemon athleti...,154.86,70.949,"1,822,648"
LUNA,Luna Innovations ...,4.87,73.237,"297,179"
LUV,Southwest Airline...,30.86,55.526,"6,732,564"
LVGO,"Livongo Health, Inc.",21.62,34.964,"1,598,260"
LVS,Las Vegas Sands C...,40.36,60.796,"6,451,206"
LW,Lamb Weston Holdi...,48.81,84.885,"1,180,543"
LWAY,"Lifeway Foods, Inc.",1.93,42.617,"24,103"
LX,LexinFintech Hold...,8.5,50.173,"1,876,678"
LXFR,Luxfer Holdings PLC,14.35,44.685,"126,947"
LXP,Lexington Realty ...,9.39,37.189,"2,147,702"
LXRX,Lexicon Pharmaceu...,2.36,46.874,"977,075"
LXU,"LSB Industries, Inc.",1.69,43.919,"201,730"
LYB,LyondellBasell In...,43.23,95.416,"3,145,468"
LYFT,"Lyft, Inc.",20.7,107.433,"9,803,947"
LYG,Lloyds Banking Gr...,1.47,74.882,"11,504,560"
LYL,Dragon Victory In...,1,30.42,"4,657"
LYTS,LSI Industries Inc.,2.77,113.885,"130,158"
LYV,Live Nation Enter...,32.92,97.383,"3,902,952"
LZB,La-Z-Boy Incorpor...,17.91,72.435,"341,953"
M,Macy's Inc,6.69,112.075,"15,447,221"
MA,Mastercard Incorp...,227.15,44.536,"6,049,915"
MAA,Mid-America Apart...,99.47,46.533,"736,251"
MAC,Macerich Company ...,7.71,122.69,"4,209,352"
MACK,Merrimack Pharmac...,1.98,53.539,"35,233"
MAG,Mag Silver Corpor...,8.07,90.308,"649,854"
MAGS,Magal Security Sy...,2.66,57.763,"23,318"
MAIN,Main Street Capit...,19.04,97.755,"630,313"
MAN,ManpowerGroup,62.12,36.924,"625,983"
MANH,Manhattan Associa...,45.37,68.236,"558,743"
MANT,ManTech Internati...,63.31,41.809,"218,562"
MANU,Manchester United...,13.39,52.756,"69,649"
MAR,Marriot Internati...,66.8,78.3,"4,208,926"
MARA,Marathon Patent G...,0.48,102.513,"155,778"
MARK,"Remark Media, Inc.",0.33,110.663,"1,698,761"
MARPS,Marine Petroleum ...,1.31,51.269,"6,243"
MAS,Masco Corporation,32.58,37.94,"3,482,549"
MASI,Masimo Corporation,164.39,16.152,"451,277"
MAT,"Mattel, Inc.",8.5,66.78,"6,035,924"
MATW,Matthews Internat...,21.83,63.84,"153,032"
MATX,"Matson, Inc.",34.69,32.266,"194,939"
MAV,Pioneer Municipal...,8.59,34.291,"135,510"
MAXR,Maxar Technologie...,8.39,91.092,"2,018,044"
MAYS,"J. W. Mays, Inc.",27.48,32.68,"1,161"
MBCN,Middlefield Banc ...,13.25,72.495,"8,476"
MBI,MBIA Inc.,6.26,51.742,"754,309"
MBII,Marrone Bio Innov...,0.71,69.588,"150,220"
MBIN,Merchants Bancorp,14.98,46.804,"32,461"
MBINO,Merchants Bancorp...,16.6,56.433,"19,385"
MBINP,Merchants Bancorp...,21.97,33.757,"2,461"
MBIO,"Mustang Bio, Inc.",2.45,75.097,"334,937"
MBNKP,Medallion Bank - ...,13,105.119,"7,401"
MBOT,"Microbot Medical,...",5.11,107.09,"601,438"
MBRX,Moleculin Biotech...,0.65,69.398,"1,411,080"
MBT,Mobile TeleSystem...,6.84,63.275,"3,788,899"
MBUU,"Malibu Boats, Inc.",26.11,87.85,"210,438"
MBWM,Mercantile Bank C...,23.63,52.202,"46,216"
MC,Moelis & Company,25.7,45.925,"770,654"
MCB,Metropolitan Bank...,22.71,102.637,"21,229"
MCBC,Macatawa Bank Cor...,7.3,54.262,"76,536"
MCBS,MetroCity Banksha...,12.19,45.538,"37,801"
MCC,Medley Capital Co...,0.63,167.212,"205,911"
MCD,McDonald's Corpor...,149.5,50.854,"4,740,293"
MCEP,Mid-Con Energy Pa...,0.09,124.9,"211,688"
MCF,Contango Oil & Ga...,1.36,165.157,"439,907"
MCFT,"MCBC Holdings, Inc.",7.76,114.796,"228,333"
MCHP,Microchip Technol...,60.56,74.031,"3,656,171"
MCHX,"Marchex, Inc. - C...",1.43,84.957,"219,990"
MCI,Babson Capital Co...,9.4,58.145,"30,305"
MCK,McKesson Corporation,127.4,37.019,"5,615,137"
MCMJ,Merida Merger Cor...,9.51,11.891,"27,615"
MCMJU,Merida Merger Cor...,9.99,0.547,"75,030"
MCO,Moody's Corporation,177.91,54.432,"1,191,310"
MCR,MFS Charter Incom...,5.95,41.687,"176,321"
MCRB,Seres Therapeutic...,3.22,37.658,"239,462"
MCRI,Monarch Casino & ...,15.47,151.685,"207,384"
MCS,Marcus Corporatio...,10.86,136.854,"261,645"
MCV,Medley Capital Co...,13.99,55.57,"6,972"
MCX,Medley Capital Co...,12.9,61,"5,879"
MCY,Mercury General C...,34.92,44.345,"305,579"
MD,"Mednax, Inc.",8.77,90.041,"1,415,864"
MDB,"MongoDB, Inc.",122.18,58.781,"1,406,974"
MDC,"M.D.C. Holdings, ...",19.19,107.007,"572,160"
MDCA,MDC Partners Inc.,1.47,64.416,"142,906"
MDGL,Madrigal Pharmace...,71.33,33.244,"167,618"
MDGS,Medigus Ltd.,0.94,61.529,"20,782"
MDIA,Mediaco Holding Inc.,3.5,60.392,"10,279"
MDJH,MDJM Ltd.,2.67,22.238,"1,768"
MDLA,"Medallia, Inc.",19.93,60.786,"1,971,789"
MDLQ,Medley LLC 7.25% ...,4.81,164.388,"8,998"
MDLX,Medley Capital Co...,4.75,160.539,"9,825"
MDLY,Medley Management...,0.72,174.616,"22,231"
MDLZ,Mondelez Internat...,45.47,32.258,"8,835,690"
MDP,Meredith Corporation,16.58,63.794,"1,371,054"
MDR,McDermott Interna...,0.7,107.481,"15,066,843"
MDRR,Medalist Diversif...,1.5,105.131,"20,922"
MDRRP,Medalist Diversif...,12.85,61.856,"3,807"
MDRX,Allscripts Health...,5.76,64.072,"2,491,621"
MDT,Medtronic Inc.,79.22,47.08,"6,231,350"
MDU,MDU Resources Gro...,19,71.093,"1,621,160"
MDWD,MediWound Ltd.,1.7,63.655,"55,806"
MEC,Mayville Engineer...,5.87,59.028,"45,255"
MED,MEDIFAST INC,53.5,73.319,"313,736"
MEDP,"Medpace Holdings,...",64.95,57.732,"292,212"
MEDS,"Trxade Group, Inc.",4.36,64.053,"17,569"
MEET,"MeetMe, Inc. (DE)",5.02,36.463,"2,866,017"
MEI,Methode Electroni...,24.34,38.511,"208,439"
MEIP,"MEI Pharma, Inc.",0.95,123.675,"528,269"
MELI,"MercadoLibre, Inc.",463.53,52.155,"699,510"
MEOH,Methanex Corporation,10.56,138.62,"594,397"
MERC,Mercer Internatio...,7.97,42.873,"313,194"
MESA,"Mesa Air Group, Inc.",2.7,103.039,"353,647"
MESO,Mesoblast Limited,3.71,98.239,"137,848"
MET,"MetLife, Inc.",26.8,83.373,"7,362,191"
METC,"Ramaco Resources,...",2.86,35.309,"64,535"
MFA,"MFA Financial, Inc.",3.65,81.163,"5,919,691"
MFAC,Megalith Financia...,10.11,2.79,"117,892"
MFC,Manulife Financia...,9.93,81.743,"2,955,804"
MFD,Macquarie/First T...,6.41,74.728,"56,993"
MFG,Mizuho Financial ...,2.22,42.626,"848,986"
MFGP,Micro Focus Intl ...,4.31,103.903,"811,966"
MFH,JMU Limited,0.64,43.039,"46,619"
MFIN,Medallion Financi...,2.68,110.164,"76,043"
MFINL,Medallion Financi...,18.91,33.513,"3,524"
MFM,MFS Municipal Inc...,5.34,41.684,"105,884"
MFNC,Mackinac Financia...,10,54.735,"16,198"
MFO,"MFA Financial, In...",19.23,37.786,"30,209"
MFSF,MutualFirst Finan...,29.44,52.092,"11,880"
MFV,MFS Special Value...,3.81,66.515,"26,115"
MG,Mistras Group Inc,3.65,130.463,"120,115"
MGA,Magna Internation...,27.2,71.011,"1,140,322"
MGEE,MGE Energy Inc.,76.34,37.967,"93,089"
MGEN,Miragen Therapeut...,0.36,100.813,"3,445,171"
MGF,MFS Government Ma...,4.29,11.514,"127,587"
MGI,Moneygram Interna...,1.4,80.231,"2,071,028"
MGIC,Magic Software En...,7.25,60.948,"39,220"
MGLN,Magellan Health S...,38.6,79.285,"180,059"
MGM,MGM Resorts Inter...,7.7,141.341,"14,178,105"
MGNX,"MacroGenics, Inc.",4.78,121.4,"498,901"
MGP,MGM Growth Proper...,14.93,95.382,"2,081,615"
MGPI,"MGP Ingredients, ...",22.7,39.218,"275,099"
MGR,Affiliated Manage...,17.63,52.245,"33,563"
MGRC,McGrath RentCorp,48.77,68.477,"135,522"
MGTA,Magenta Therapeut...,6.7,78.445,"110,057"
MGTX,MeiraGTx Holdings...,10.47,79.879,"117,637"
MGY,Magnolia Oil & Ga...,4.19,105.521,"2,001,915"
MGYR,"Magyar Bancorp, Inc.",9,49.552,"2,191"
MHH,"Mastech Holdings,...",8.73,72.04,"63,441"
MHI,Pioneer Municipal...,9.34,38.36,"80,979"
MHK,Mohawk Industries...,66.38,71.889,"893,321"
MHLA,"Maiden Holdings, ...",14.03,49.483,"11,748"
MHLD,"Maiden Holdings, ...",0.68,62.6,"164,049"
MHNC,Maiden Holdings N...,17,34.462,"10,923"
MHO,"M/I Homes, Inc.",11.97,131.926,"350,718"
MIC,Macquarie Infrast...,19.2,106.299,"966,934"
MICR,"Micron Solutions,...",1.32,89.228,"15,516"
MICT,Micronet Enertec ...,0.72,55.538,"42,570"
MIDD,The Middleby Corp...,50.67,92.832,"635,505"
MIK,The Michaels Comp...,1.73,112.003,"4,747,880"
MIME,Mimecast Limited,29.23,62.606,"858,055"
MIN,MFS Intermediate ...,3.42,16.235,"575,458"
MIND,Mitcham Industrie...,1.01,117.471,"16,266"
MINDP,Mitcham Industrie...,9.45,114.504,"5,710"
MINI,"Mobile Mini, Inc.",20.55,89.134,"470,460"
MIRM,Mirum Pharmaceuti...,10.8,78.469,"132,401"
MIST,Milestone Pharmac...,12.97,63.348,"70,635"
MITK,"Mitek Systems, Inc.",6.17,60.622,"445,155"
MITO,Stealth BioTherap...,1.05,115.884,"776,271"
MITT,AG Mortgage Inves...,4.75,124.807,"359,094"
MIXT,MiX Telematics,7.09,85.743,"114,643"
MJCO,Majesco,5.5,43.91,"18,990"
MKC,McCormick & Compa...,125.63,30.142,"1,025,645"
MKC.V,McCormick & Compa...,125.17,31.686,"2,262"
MKD,Molecular Data Inc.,1.83,100.473,"26,442"
MKGI,"Monaker Group, Inc.",0.79,95.08,"21,582"
MKL,Markel Corporation,836.56,61.97,"50,353"
MKSI,"MKS Instruments, ...",72.07,49.333,"487,285"
MKTX,MarketAxess Holdi...,316.13,22.648,"323,914"
MLAB,Mesa Laboratories...,215.93,39.566,"42,453"
MLCO,Melco Resorts & E...,12.82,49.373,"3,846,147"
MLHR,"Herman Miller, Inc.",17.53,105.627,"561,500"
MLI,Mueller Industrie...,21.78,57.786,"216,577"
MLM,Martin Marietta M...,168.24,57.163,"699,410"
MLND,Millendo Therapeu...,6.1,64.925,"126,709"
MLNT,Melinta Therapeut...,0.5,191.89,"559,349"
MLP,Maui Land & Pinea...,9.16,45.207,"20,774"
MLR,Miller Industries...,28.44,25.067,"49,629"
MLSS,Milestone Scienti...,1.47,67.104,"441,191"
MLVF,"Malvern Bancorp, ...",15.48,48.282,"10,423"
MMAC,MMA Capital Manag...,25.75,32.959,"12,745"
MMC,Marsh & McLennan ...,79.03,40.366,"2,344,182"
MMI,Marcus & Millicha...,27.11,46.966,"115,916"
MMLP,Martin Midstream ...,1.03,105.951,"315,479"
MMM,3M Company,137.51,20.73,"4,534,247"
MMP,Magellan Midstrea...,28.61,90.379,"1,904,792"
MMS,"Maximus, Inc.",58.75,34.77,"471,181"
MMSI,Merit Medical Sys...,28.25,46.209,"673,278"
MMT,MFS Multimarket I...,4.15,47.323,"272,449"
MMX,Maverix Metals Inc.,3.1,73.104,"109,110"
MMYT,MakeMyTrip Limited,11.2,97.844,"477,003"
MN,"Manning & Napier,...",1.08,67.361,"82,069"
MNCL,Monocle Acquisiti...,10.02,2.46,"201,886"
MNCLU,Monocle Acquisiti...,10.4,7.711,"5,105"
MNDO,MIND C.T.I. Ltd.,1.98,31.258,"58,195"
MNI,McClatchy Company...,0.75,107.768,"596,559"
MNK,Mallinckrodt plc,1.25,144.334,"9,354,470"
MNKD,MannKind Corporation,1.09,61.769,"3,337,059"
MNLO,Menlo Therapeutic...,2.67,96.429,"446,722"
MNOV,"MediciNova, Inc.",3.45,49.221,"107,467"
MNPR,Monopar Therapeut...,7,63.691,"19,149"
MNR,Monmouth Real Est...,9.73,55.513,"572,460"
MNRL,"Brigham Minerals,...",7.1,118.127,"507,582"
MNRO,Monro Muffler Bra...,47.05,32.327,"411,363"
MNSB,MainStreet Bancsh...,18,50.635,"11,319"
MNST,Monster Beverage ...,54.32,26.417,"3,932,943"
MNTA,Momenta Pharmaceu...,23.43,49.952,"1,328,876"
MNTX,Manitex Internati...,4,55.702,"21,233"
MO,"Altria Group, Inc.",37.1,22.628,"11,380,621"
MOBL,"MobileIron, Inc.",3.22,46.625,"1,072,521"
MOD,Modine Manufactur...,3.31,115.404,"381,614"
MODN,"Model N, Inc.",17.5,76.845,"367,658"
MOFG,MidWestOne Financ...,20.27,68.292,"48,498"
MOG.A,Moog Inc. Class A,41.3,96.129,"204,707"
MOG.B,Moog Inc. Class B,40.39,100.596,382
MOGO,Mogo Finance Tech...,0.79,107.363,"19,223"
MOGU,MOGU Inc.,1.32,83.616,"51,016"
MOH,Molina Healthcare...,120.48,26.293,"781,493"
MOHO,ECMOHO Limited,7.88,23.523,"6,174"
MOMO,Momo Inc.,21.18,47.218,"4,491,403"
MOR,MorphoSys AG,19.67,55.266,"119,307"
MORF,"Morphic Holding, ...",13.6,50.024,"124,406"
MORN,"Morningstar, Inc.",109.91,51.479,"74,932"
MOS,Mosaic Company (The),8.22,109.101,"6,317,817"
MOSY,"MoSys, Inc.",0.95,95.551,"41,078"
MOTS,Motus GI Holdings...,0.7,127.312,"96,540"
MOV,Movado Group Inc.,9.34,53.69,"230,174"
MOXC,"Moxian, Inc.",0.96,107.082,"23,439"
MPAA,Motorcar Parts of...,14.1,41.163,"134,768"
MPB,Mid Penn Bancorp,19.5,48.887,"10,662"
MPC,Marathon Petroleu...,16.72,142.065,"8,813,902"
MPLX,MPLX LP,11.38,102.543,"5,108,502"
MPV,Babson Capital Pa...,9.03,65.342,"18,766"
MPVD,Mountain Province...,0.75,18.33,"71,996"
MPW,Medical Propertie...,14.97,68.714,"4,660,862"
MPWR,Monolithic Power ...,150.44,26.137,"377,950"
MPX,Marine Products C...,8.51,79.299,"19,961"
MR,Montage Resources...,2.61,52.754,"629,523"
MRAM,Everspin Technolo...,2.41,84.337,"168,138"
MRBK,Meridian Bank,12.6,53.781,"14,135"
MRC,MRC Global Inc.,3.89,137.805,"1,211,752"
MRCC,Monroe Capital Co...,7.16,80.339,"212,545"
MRCCL,Monroe Capital Co...,17,51.349,"6,117"
MRCY,Mercury Systems Inc,69.55,33.566,"438,265"
MREO,Mereo BioPharma G...,0.85,113.328,"143,673"
MRIN,Marin Software In...,0.97,65.723,"23,162"
MRK,"Merck & Company, ...",70.73,20.198,"13,496,885"
MRKR,Marker Therapeuti...,1.88,71.696,"296,144"
MRLN,Marlin Business S...,6.68,122.628,"22,743"
MRNA,"Moderna, Inc.",28.27,56.959,"13,879,236"
MRNS,Marinus Pharmaceu...,1.62,108.689,"1,130,865"
MRO,Marathon Oil Corp...,3.83,144.25,"24,739,765"
MRSN,Mersana Therapeut...,4.75,84.142,"500,231"
MRTN,"Marten Transport,...",18.89,33.615,"191,618"
MRTX,Mirati Therapeuti...,72.32,39.868,"578,941"
MRUS,Merus N.V.,11.94,59.823,"67,819"
MRVL,Marvell Technolog...,18.84,39.171,"11,679,508"
MS,Morgan Stanley,30.92,64.668,"17,518,897"
MSA,Mine Safety Appli...,109,32.147,"249,761"
MSB,Mesabi Trust,12.17,76.457,"89,581"
MSBF,MSB Financial Corp.,11.8,46.827,"12,512"
MSBI,Midland States Ba...,16.27,67.138,"80,230"
MSC,Studio City Inter...,16.5,26.501,"2,194"
MSCI,MSCI Inc,237.35,38.634,"730,945"
MSEX,Middlesex Water C...,57.39,32.714,"65,615"
MSFT,Microsoft Corpora...,142.71,30.569,"46,777,796"
MSG,MSG Networks Inc.,204.33,57.074,"243,734"
MSGN,The Madison Squar...,12.14,23.112,"855,280"
MSI,Motorola Solution...,149.72,32.603,"1,176,152"
MSM,MSC Industrial Di...,50.52,42.079,"738,153"
MSN,Emerson Radio Cor...,0.72,32.606,"13,296"
MSON,"MISONIX, Inc.",8.83,76.088,"101,406"
MSTR,MicroStrategy Inc...,105.38,48.73,"73,719"
MSVB,Mid-Southern Banc...,9.94,49.605,"5,222"
MT,Arcelor Mittal,7.15,100.626,"3,867,720"
MTA,Metalla Royalty &...,4.15,63.649,"212,860"
MTB,M&T Bank Corporation,104.84,66.61,"964,605"
MTBC,Medical Transcrip...,4.39,65.6,"194,096"
MTBCP,Medical Transcrip...,17.4,48.863,"22,416"
MTC,"MMTec, Inc.",0.75,120.17,"35,694"
MTCH,"Match Group, Inc.",50.76,37.46,"2,726,236"
MTD,Mettler-Toledo In...,721.43,20.766,"184,093"
MTDR,Matador Resources...,1.55,263.73,"5,878,828"
MTEM,Molecular Templat...,12.66,62.399,"306,714"
MTEX,"Mannatech, Incorp...",6.49,94.934,"2,771"
MTFB,Motif Bio plc - ADR,0.1,72.624,"882,797"
MTG,MGIC Investment C...,7.35,79.973,"4,010,214"
MTH,Meritage Homes Co...,29.51,103.302,"633,837"
MTL,Mechel OAO,1.37,107.494,"221,525"
MTLS,Materialise NV,14.39,56.927,"58,646"
MTN,"Vail Resorts, Inc.",160.26,63.07,"522,869"
MTNB,Matinas Biopharma...,0.65,88.039,"2,776,916"
MTOR,"Meritor, Inc.",13.2,80.966,"1,475,887"
MTP,Midatech Pharma PLC,1.5,93.593,"147,222"
MTR,Mesa Royalty Trust,4.15,53.524,"8,295"
MTRN,Materion Corporation,32,64.791,"146,082"
MTRX,Matrix Service Co...,8.9,56.367,"243,851"
MTSC,MTS Systems Corpo...,14.79,124.758,"198,684"
MTSI,M/A-COM Technolog...,17.04,68.782,"572,066"
MTSL,MER Telemanagemen...,0.9,28.751,"27,102"
MTT,Western Asset Mun...,18.02,26.148,"31,480"
MTW,Manitowoc Company...,9.88,45.91,"534,764"
MTX,Minerals Technolo...,32.61,69.912,"192,551"
MTZ,"MasTec, Inc.",27.27,114.6,"1,173,283"
