"Year","Annual_UE","stock","stockInfo","stockExchange","stock5yrMeans","YearMeanValue","Direction5yr10PercentChange","nTimesDecr10_5yr","nTimesIncr10_5yr","nTimesDecrFromZero_5yrs","nTimesIncrFromZero_5yrs","YearMeanGreaterThan5yrMean"
2020,3.6,"AAL","American Airlines Group Inc. (AAL)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",38.6737054883561,27.5642856190476,"down10",3,1,1,0,0
2020,3.6,"EPD","Enterprise Products Partners L.P. (EPD)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",27.7199511831326,28.0499999047619,"down",1,0,1,3,1
2020,3.6,"TGT","Target Corporation (TGT)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",82.904471348242,118.947619571429,"up10",1,3,1,0,1
2020,3.6,"S","Sprint Corporation (S)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",5.72459165981576,4.89047619047619,"down10",2,3,0,0,0
2020,3.6,"WFC","Wells Fargo & Company (WFC)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",52.1354323993813,49.953333,"up",2,1,0,2,0
2020,3.6,"WWE","World Wrestling Entertainment, Inc. (WWE)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",42.5369822838593,61.8633333333333,"down10",1,4,0,0,1
2020,3.6,"ROST","Ross Stores, Inc. (ROST)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",79.8764150829565,117.30952447619,"up10",0,4,0,1,1
2020,3.6,"RRGB","Red Robin Gourmet Burgers, Inc. (RRGB)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",50.662259620871,33.8233332380952,"up",3,0,0,2,0
2020,3.6,"AMZN","Amazon.com, Inc. (AMZN)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",1243.49690606713,1884.23761285714,"up",0,3,0,2,1
2020,3.6,"PCG","PG&E Corporation (PCG)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",40.9263597885073,12.5157142857143,"down10",3,1,0,1,0
2020,3.6,"NFLX","Netflix, Inc. (NFLX)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",224.382641734833,338.832856666667,"up",0,3,0,2,1
2020,3.6,"NKE","NIKE, Inc. (NKE)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",71.4152645031725,101.739524190476,"up10",0,3,1,1,1
2020,3.6,"TM","Toyota Motor Corporation (TM)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",125.531297267515,141.046189952381,"up",1,1,0,3,1
2020,3.6,"HST","Host Hotels & Resorts, Inc. (HST)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",18.2532595738633,17.4071426666667,"down",2,1,1,1,0
2020,3.6,"FFIN","First Financial Bankshares, Inc. (FFIN)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",24.4529351617314,34.4028566190476,"up",0,4,0,1,1
2020,3.6,"XOM","Exxon Mobil Corporation (XOM)
NYSE - NYSE Delayed Price. Currency in USD","NYSE",78.7369955725405,67.8219051428571,"down",0,0,4,1,0
2020,3.6,"UBSI","United Bankshares, Inc. (UBSI)
NasdaqGS - NasdaqGS Real Time Price. Currency in USD","Nasdaq",37.6227410947822,36.945713952381,"down",0,0,3,2,0
